HostCorrectedName,habitat_forest,habitat_savanna,habitat_shrubland,habitat_grassland,habitat_wetlands,habitat_rocky_areas,habitat_desert,total_estrada_species,Centroid_Longitude,Centroid_Latitude,Total_Geographic_Area,Minimum_Longitude,Minimum_Latitude,Maximum_Longitude,Maximum_Latitude,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,Citation,TotalCount,Mean_Percent_Social_Activity_Time,Min_Social_Activity_Time_Range,Max_Social_Activity_Time_Range,trophic_folivore,trophic_Omnivore,trophic_count,pop_trend,bodymass_kg,femalebodymass_kg,malebodymass_kg,homerange_ha,mean_groupsize,Male.residual,Female.Residual,GCDI,mean_dayrange_meters,locomotion,habitat_count,habitat_category,diel_activity,iucn,realm,mating_system,parasite_type,parasite_type_count,transmission_type,transmission_type_count,lifecycle_type,lifecycle_type_count,Degree_Centrality_Integer,population_density_sqkm_mean,Population.Dens.from.Nunn.unpubl..database,SSD,homerange_mean_m2,d_index,TotalCount_imputed
Allenopithecus_nigroviridis,1,0,0,0,1,0,0,1,18.9019605,0.769194606,13.43741567,15.58714585,-2.271378994,24.30357933,3.781398773,1,0,0,0,3,0,0,0,4,0,2,2,4,0,0,3,4,,,,Non-Folivore,Other,1,,5.3,3.18,6.13,,35,,,,,both,2,forest_wetlands,diurnal,least concern,M_Africa,multimale-multifemale,Arthropod_Virus,2,Sexual_Vertical_CloseT,3,Direct,1,4,,,1.927672956,,,139
Allocebus_trichotis,1,0,0,0,0,0,0,1,49.27534755,-16.45098474,3.626084693,48.2276,-19.18886441,50.48377991,-14.28116441,,,,,,,,,,,,,,,,0,,6,,,Non-Folivore,Omnivore/Insectivore,1,D,0.08,0.084,0.092,25.75,1.592222222,,,,,arboreal,1,forest,nocturnal,vulnerable,Madagascar,monogamy,,0,,0,,0,,,,1.095238095,257500,,
Alouatta_belzebul,1,0,0,0,0,0,0,3,-50.12574055,-5.490543073,109.2296447,-58.6207,-10.52406441,-34.7901,0.367835592,3,1,6,0,3,2,0,9,5,11,0,0,1,3,1,9,10,4.687777778,,,Folivore,Other,1,D,5.823333333,5.51,7.26,33.343,6.5,,,0.446,902.6683333,arboreal,1,forest,diurnal,vulnerable,Neotropics,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,10,,,1.317604356,333430,1.385386054,148
Alouatta_caraya,1,1,0,0,0,0,0,1,-53.11224722,-17.63712579,261.8868504,-67.5199,-31.11166441,-41.9429,-8.425664408,14,2,32,0,10,27,0,32,33,53,0,0,24,19,17,20,34,5.82,,,Folivore,Other,1,D,5.38,4.33,6.42,26.14166667,9.309090909,0.083,-0.167,0.329,522.3333333,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,34,173.2,159,1.482678984,261416.6667,0.905369888,164
Alouatta_fusca,1,0,0,0,0,0,0,1,-47.52202187,-23.07938339,95.1871843,-55.0012,-32.33656441,-38.144,-12.19436441,3,0,24,0,2,6,0,28,6,30,0,0,4,4,1,11,16,3.333333333,,,Folivore,Other,1,D,5.54,4.35,6.73,15.065,7,,,0.373,655.75,arboreal,1,forest,diurnal,least concern,Neotropics,multimale-multifemale,Arthropod_Protozoa_Virus_Helminth,4,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,16,,133,1.547126437,150650,1.497264998,16
Alouatta_palliata,1,0,0,0,0,0,0,1,-83.28730695,9.711646866,46.98237094,-95.5735,-4.475664407,-74.7296,18.71903559,23,5,25,0,5,36,0,19,62,39,0,4,22,48,14,28,34,1,,,Folivore,Other,1,,6.12,5.6554,6.96,43.94333333,13.898,0.061,-0.278,0.305,329.9566667,arboreal,1,forest,diurnal,least concern,Neotropics,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_Vertical_CloseT_Nonclose_Intermediate,5,Direct_Indirect,2,34,43.165,32.6,1.23068218,439433.3333,0.441118579,150
Alouatta_seniculus,1,1,0,0,0,0,0,5,-61.41223082,0.831197339,224.8274861,-71.8233,-18.45186441,-49.8635,11.56173559,7,1,35,0,6,24,0,35,27,48,0,0,16,21,10,25,45,2.833333333,,,Folivore,Other,2,D,6.285,5.245,6.953333333,16.64,8.684761905,0.005,-0.323,0.297,729.8,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,polygynous,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,45,87,44.8,1.325707023,166400,1.585521512,164
Alouatta_villosa,1,0,0,0,0,0,0,1,-89.7209069,18.09400189,20.49425719,-92.9767,14.99573559,-86.7365,21.60983559,1,0,11,0,0,49,0,7,24,38,0,0,15,22,30,10,17,2.866666667,,,Folivore,Other,1,D,6.56,5.608,7.505,11.98,6.13375,,,,476.125,arboreal,1,forest,diurnal,endangered,Neotropics,multimale-multifemale,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,17,,,1.338266762,119800,1.219094908,150
Aotus_azarae,1,0.25,0,0,0,0,0,4,-60.1001032,-9.936873099,430.4623884,-78.72308731,-27.25956441,-43.1815,1.588835593,1,0,8,0,0,14,0,6,10,12,0,0,4,5,5,8,22,1.4,,,Non-Folivore,Other,2,D,0.94,1.0775,0.95,6.9825,3.68,,,,568.0625,arboreal,2,forest_savanna,nocturnal,least concern,Neotropics,monogamy,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,22,64,32.7,0.865789474,69825,1.905178138,131
Aotus_trivirgatus,1,0.142857143,0,0,0,0,0,7,-69.60084191,1.648622527,202.251284,-82.5473,-5.557844062,-55.4334,11.47603559,1,3,5,0,2,15,0,12,10,17,0,0,7,10,4,13,17,3,,,Non-Folivore,Other,3,D,0.74,0.8264,0.8662,7.184857143,3.12,-0.135,-0.285,0.072,642,arboreal,2,forest_savanna,nocturnal,least concern,Neotropics,monogamy,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,17,,29.7,1.048160697,71848.57143,2.122613392,129
Arctocebus_calabarensis,1,0,0,0,0,0,0,2,12.62934404,1.916881388,66.38620402,6.408606581,-4.304560892,18.6498394,7.458749294,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,1,2,,,,Non-Folivore,Omnivore/Insectivore,1,,0.26,0.306,0.312,10,1,-0.217,-0.105,,,arboreal,1,forest,nocturnal,least concern,M_Africa,dispersed,Protozoa,1,Vector,1,Indirect,1,2,,,1.019607843,100000,,111
Ateles_belzebuth,1,0,0,0,0,0,0,3,-64.51510183,-1.177477567,122.9208899,-78.88415877,-12.24516441,-51.6414,11.13683559,0,1,5,0,0,3,0,2,7,3,0,0,4,6,0,5,8,3.2775,,,Non-Folivore,Other,2,D,7.6475,7.56,8.97,207.0384615,17.44909091,,,,2243,arboreal,1,forest,diurnal,endangered,Neotropics,multimale-multifemale,Bacteria_Protozoa_Helminth,3,Vector_CloseT_Nonclose,3,Direct_Indirect,2,8,17.75,14.6,1.186507937,2070384.615,1.381493031,136
Ateles_fusciceps,1,0,0,0,0,0,0,1,-77.14712654,4.980654275,17.62138808,-80.0878,-1.872364408,-74.485,9.950035592,0,0,3,0,0,10,0,8,4,9,0,0,2,4,1,5,10,20,,,Non-Folivore,Other,1,D,9.03,9.16,8.89,,,,,,1150,arboreal,1,forest,diurnal,endangered,Neotropics,multimale-multifemale,Protozoa_Helminth,2,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,10,,,0.969628796,,,136
Ateles_geoffroyi,1,0,0,0,0,0,0,1,-89.28777975,15.84662346,76.22962067,-99.2274,6.840735593,-77.5908,24.48863559,0,0,6,0,2,22,0,17,11,20,0,0,9,11,2,9,12,6.65,,,Non-Folivore,Other,1,D,7.54,7.132,7.45,388.0971429,42.9,-0.126,-0.57,0.228,2229.615,arboreal,1,forest,diurnal,endangered,Neotropics,multimale-multifemale,Protozoa_Virus_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,12,39.5,14.4,1.044587773,3880971.429,1.003008458,136
Ateles_paniscus,1,0,0,0,0,0,0,2,-62.40586086,-6.331450298,275.5102177,-76.4173,-17.48736441,-50.4416,6.895035593,0,1,15,1,3,10,0,23,6,25,0,0,4,7,0,19,16,3.45,,,Non-Folivore,Other,1,D,8.825,8.7,8.95,223.5,31.66666667,-0.03,-0.436,0.226,1977,arboreal,1,forest,diurnal,vulnerable,Neotropics,multimale-multifemale,Bacteria_Protozoa_Fungus_Virus_Helminth,5,Vector_CloseT_Nonclose,3,Direct_Indirect,2,16,,41.2,1.028735632,2235000,1.171960154,136
Avahi_laniger,1,0,0,0,0,0,0,9,48.43075447,-18.04519872,6.136751235,44.5503,-25.06700481,50.36863,-14.08796441,5,2,0,0,2,4,0,2,10,2,0,0,4,8,0,6,11,2.615,,,Folivore,Other,2,D,1.020666667,1.070666667,0.94,2.234,2.128571429,-0.625,-0.649,,527.575,arboreal,1,forest,nocturnal,vulnerable,Madagascar,monogamy,Arthropod_Bacteria_Virus_Helminth,4,Vector_CloseT_Nonclose,3,Direct_Indirect,2,11,,,0.860992908,22340,3.128149956,115
Brachyteles_arachnoides,1,0,0,0,0,0,0,2,-43.93744279,-21.60810421,14.82710787,-49.72412109,-25.15380859,-39.9056,-16.13126441,1,0,5,0,0,8,0,4,9,8,0,0,6,8,1,7,7,1.55,,,Folivore,Other,1,D,8.92,8.235,9.605,221.75,43,-0.403,-0.646,,1303,arboreal,1,forest,diurnal,endangered,Neotropics,multimale-multifemale,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,7,,11.8,1.166363084,2217500,0.775456681,130
Cacajao_calvus,1,0,0,0,0,0,0,1,-72.1689106,-6.392264506,14.89132467,-75.2556,-11.40786441,-65.3577,-1.804364407,0,0,4,0,0,2,0,4,2,4,0,0,1,2,0,6,4,,,,Non-Folivore,Other,1,D,3.17,2.88,3.45,1746.5,33.65,,,0.181,1003.65,arboreal,1,forest,diurnal,vulnerable,Neotropics,multimale-multifemale,Protozoa_Helminth,2,Vector_CloseT_Nonclose,3,Direct_Indirect,2,4,,,1.197916667,17465000,0.212834945,127
Cacajao_melanocephalus,1,0,0.5,0,0,0,0,2,-67.00006901,-0.02517947,38.98739189,-72.6886,-3.995264407,-60.0281,4.110935592,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Other,1,['S' 'D'],3.03,2.71,3.16,500,30,,,,3,arboreal,2,forest_shrubland,diurnal,least concern,Neotropics,,,0,,0,,0,,,,1.166051661,5000000,0.001188998,
Callicebus_moloch,0.863636364,0.090909091,0.181818182,0,0.409090909,0,0,22,-62.69019203,-9.040659224,292.1625775,-79.00590134,-24.06536441,-48.2458,4.737835592,2,0,15,0,0,4,0,14,4,17,0,0,6,6,3,13,10,6.19,,,Non-Folivore,Other,4,['S' 'D'],0.95,0.995,0.981363636,13.7215,3.617333333,-0.287,-0.266,0.033,604.5,arboreal,4,forest_savanna_shrubland_wetlands,diurnal,least concern,Neotropics,monogamy,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,10,,31.3,0.986104678,137215,1.446240273,126
Callicebus_personatus,0.8,0.4,0.2,0,0,0,0,5,-43.83789375,-18.30410469,76.11199054,-51.3711,-25.19846441,-36.4107,-9.528164407,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,1,6,,,Non-Folivore,Other,2,D,1.2625,1.315,1.27,25.33333333,6,,,,900.6666667,arboreal,3,forest_savanna_shrubland,diurnal,near threatened,Neotropics,monogamy,Protozoa,1,Vector,1,Indirect,1,1,,17,0.964566929,253333.3333,1.585852758,1
Callicebus_torquatus,1,0,0,0,0.166666667,0,0,6,-67.65977177,-0.364934933,146.5068396,-77.0029,-7.580964408,-59.4536,8.368335593,0,0,5,0,0,2,0,5,2,5,0,0,2,2,0,7,3,4.8,,,Non-Folivore,Other,2,D,1.318571429,1.26,1.3425,24.29,3.488888889,-0.467,-0.51,0.021,819.4,arboreal,2,forest_wetlands,diurnal,least concern,Neotropics,monogamy,Protozoa_Helminth,2,Vector_CloseT_Nonclose,3,Direct_Indirect,2,3,,20,1.06547619,242900,1.473421976,3
Callimico_goeldii,1,0,0,0,0,0,0,1,-72.56426283,-6.310985412,49.32926823,-77.4492,-12.57986441,-67.3046,1.381435592,0,0,1,0,0,36,0,0,2,35,0,0,1,2,35,2,5,7,,,Non-Folivore,Omnivore/Insectivore,1,D,0.48,0.468,0.499,92.625,6.31,,,,925,arboreal,1,forest,diurnal,vulnerable,Neotropics,monogamy,Protozoa_Helminth,2,CloseT_Nonclose_Intermediate,3,Direct_Indirect,2,5,,,1.066239316,926250,0.851770438,129
Callithrix_argentata,1,0.333333333,0,0,0,0,0,6,-56.65821408,-7.566058761,38.47764251,-65.4481,-14.33236441,-49.3215,-0.824564408,0,0,3,0,3,2,0,7,1,7,0,0,1,0,0,5,6,12.84,,,Non-Folivore,Omnivore/Insectivore,1,D,0.361428571,0.3475,0.3586,18.68333333,7.928571429,,,,1160.58,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,monogamy,Protozoa_Virus_Helminth,3,Vector_CloseT,2,Direct_Indirect,2,6,,,1.031942446,186833.3333,2.37953908,128
Callithrix_humeralifer,1,0.2,0,0,0,0,0,5,-59.66213423,-13.86638694,83.74446806,-65.3885,-20.07636441,-53.592,-2.526064408,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Omnivore/Insectivore,1,S,0.349,0.3168,0.3838,18.6,6.2,,,,,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,monogamy,,0,,0,,0,,,30,1.211489899,186000,,
Callithrix_jacchus,1,0.5,0,0,0,0,0,6,-44.78883379,-13.40498197,217.4035512,-54.8258,-24.49766441,-34.7901,-2.252664407,2,0,9,0,3,31,0,21,11,34,0,0,8,7,13,14,19,10.75,,,Non-Folivore,Other,2,['D' 'S' 'I'],0.356666667,0.3364,0.3668,15.600125,7.695,,,,1051.816,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,monogamy,Arthropod_Protozoa_Virus_Helminth,4,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,19,8.26,1030,1.090368609,156001.25,2.360047122,132
Cebuella_pygmaea,1,0,0,0,0,0,0,1,-70.23485832,-5.497938775,137.0654234,-77.9002,-12.62366441,-59.0068,2.435035593,0,0,2,0,0,3,0,3,1,4,0,0,1,0,1,4,5,,,,Non-Folivore,Omnivore/Insectivore,1,D,0.12,0.122,0.11,0.663333333,5.23,-0.057,-0.107,0.008,,arboreal,1,forest,diurnal,least concern,Neotropics,monogamy,Protozoa_Helminth,2,Vector_CloseT_Intermediate,3,Direct_Indirect,2,5,,37.5,0.890909091,6633.333333,,129
Cebus_albifrons,1,0,0.111111111,0,0.555555556,0,0,9,-68.79032838,-3.807994793,306.3972476,-81.007,-15.22595,-54.9985,11.56803559,1,0,15,0,0,11,0,12,12,19,0,0,5,12,4,16,14,6,,,Non-Folivore,Omnivore/Insectivore,2,D,7.094285714,2.296666667,2.886666667,206.6,17.75,,,,1820,arboreal,3,forest_shrubland_wetlands,diurnal,least concern,Neotropics,multimale-multifemale,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,14,,19.6,1.256894049,2066000,1.122150662,135
Cebus_apella,1,0.375,0,0,0,0,0,8,-56.351566,-9.476276021,887.4708559,-78.3359,-29.71646441,-34.7901,11.17013559,0,0,37,0,18,23,0,48,23,62,0,0,7,20,7,30,26,3.63,,,Non-Folivore,Other,2,D,2.908333333,2.243,3.368,337.248,13.7,0.398,0.119,0.256,2361.778,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,multimale-multifemale,Protozoa_Virus_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,26,16,22.9,1.50156041,3372480,1.139749268,132
Cebus_capucinus,1,0,0,0,0.5,0,0,2,,,,,,,,3,0,13,0,0,27,0,26,7,36,0,2,5,7,8,13,21,3.8,0,0,Non-Folivore,Omnivore/Insectivore,1,D,3.193333333,2.491,3.74,112.5375,20.3,,,,2050,arboreal,2,forest_wetlands,diurnal,least concern,Neotropics,multimale-multifemale,Arthropod_Protozoa_Helminth,3,Vector_Vertical_CloseT_Nonclose_Intermediate,5,Direct_Indirect,2,21,3.7,10.7,1.501405058,1125375,1.712577249,135
Cebus_olivaceus,1,0,0,0,0,0,0,3,-47.09056534,-2.774853201,15.51875106,-49.678,-5.054164407,-44.3578,-0.539564407,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2.7,,,Non-Folivore,Omnivore/Insectivore,2,D,2.576666667,2.46,3.12,134.4666667,9.68,,,,1081.2,arboreal,1,forest,diurnal,least concern,Neotropics,multimale-multifemale,Helminth,1,Nonclose,1,Direct,1,1,,,1.268292683,1344666.667,0.826311236,135
Cercocebus_albigena,1,0,0,0,0,0,0,4,20.32193808,0.866997878,122.6492145,8.69547081,-6.021603585,33.622362,6.45998585,1,1,24,0,8,4,0,12,25,15,3,4,18,20,1,15,25,6.5,,,Non-Folivore,Other,3,D,6.6525,5.5525,7.7475,170.8333333,17.96,0.153,-0.367,0.387,1137,arboreal,1,forest,diurnal,least concern,M_Africa,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,25,,20.5,1.395317425,1708333.333,0.77093737,171
Cercocebus_aterrimus,1,0,0,0,0.5,0,0,2,20.76712647,-2.132043798,57.51337018,16.19991569,-8.893512928,25.91338835,2.177240114,0,0,4,0,1,0,0,4,1,4,1,1,1,0,0,4,4,24,,,Non-Folivore,Other,2,D,6.8,5.68,7.92,59,14.2,,,,,arboreal,2,forest_wetlands,diurnal,near threatened,M_Africa,multimale-multifemale,Protozoa_Virus,2,Vector_Sexual_Vertical_CloseT,4,Direct_Indirect,2,4,,,1.394366197,590000,,171
Cercocebus_galeritus,1,0,0,0,0,0,0,4,20.72464212,2.103169735,99.38608933,9.830255708,-8.61045742,40.20228322,8.861763954,0,0,18,1,7,25,0,6,34,20,7,9,17,25,13,13,33,11.27142857,,,Non-Folivore,Other,1,['S' 'D'],8.514,5.93,10.3525,200.675,29.65,,,,1653.625,both,1,forest,diurnal,least concern,M_Africa,multimale-multifemale,Protozoa_Fungus_Virus_Helminth,4,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,33,,120,1.745784148,2006750,1.034511527,157
Cercocebus_torquatus,1,0.333333333,0,0,0,0,0,3,-2.312742427,6.206136693,57.34463331,-16.79792023,-4.090922308,11.53049157,12.81560167,1,0,14,0,24,12,0,6,39,12,24,24,30,15,5,17,28,7.9,,,Non-Folivore,Other,1,D,7.793333333,5.6,9.973333333,315.8,20.7,0.487,-0.208,0.561,1400,both,2,forest_savanna,diurnal,near threatened,M_Africa,multimale-multifemale,Arthropod_Protozoa_Virus_Helminth,4,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,28,,52.2,1.780952381,3158000,0.698179212,157
Cercopithecus_aethiops,0.833333333,0.833333333,0.333333333,0,0,0,0,6,22.33754732,-1.931313593,1187.57948,-17.53523636,-34.83982849,46.17132568,19.50183487,10,29,19,0,113,37,2,18,167,41,125,97,149,39,14,56,62,6.580714286,,,Non-Folivore,Other,2,['S' 'D'],4.704444444,3.36,5.058333333,59.85777778,25.7328,0.421,-0.013,0.381,2379.125,terrestrial,3,forest_savanna_shrubland,diurnal,least concern,M_Africa,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth_NoEntry,6,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,61,,66.4,1.505456349,598577.7778,2.725222127,162
Cercopithecus_ascanius,1,0,0,0,0,0,0,1,23.35103675,-2.34095711,213.5830386,12.84220791,-11.8260563,35.34011459,8.940073067,0,1,30,0,27,18,0,25,44,35,7,8,30,33,7,18,34,3.933333333,,,Non-Folivore,Other,1,,3.24,2.79,3.69,41.25,21,0.408,0.085,0.286,1668,arboreal,1,forest,diurnal,least concern,M_Africa,polygynous,Bacteria_Protozoa_Virus_Helminth,4,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,34,,91.5,1.322580645,412500,2.301595557,148
Cercopithecus_campbelli,1,1,0,0,0,0,0,2,-7.741182151,7.708228841,44.52489863,-16.82507896,4.353056908,0.387753042,13.48867512,0,0,9,0,1,9,0,2,15,4,1,1,7,13,1,5,19,8.933333333,,,Non-Folivore,Other,2,,3.75,2.65,4.85,34.59375,14.75,,,,1155,arboreal,2,forest_savanna,diurnal,least concern,M_Africa,polygynous,Protozoa_Virus_Helminth,3,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,19,,15,1.830188679,345937.5,1.740315962,147
Cercopithecus_cephus,1,0,0.5,0,0,0,0,2,13.28700169,0.761402469,70.80653085,6.250657895,-6.05971098,18.66301695,6.462152748,2,1,5,1,5,0,0,5,9,7,5,7,6,4,0,10,12,,,,Non-Folivore,Other,1,D,3.365,2.69,4.045,52.33333333,11,0.428,-0.027,0.363,1300,arboreal,2,forest_shrubland,diurnal,least concern,M_Africa,polygynous,Arthropod_Bacteria_Protozoa_Fungus_Virus,5,Vector_Sexual_Vertical_CloseT_Nonclose,5,Direct_Indirect,2,12,184,21.3,1.503717472,523333.3333,1.592572067,148
